Index,馬名,生年月日,調教師,馬主,生産者,産地,セリ取引価格,父,母,母父,POG期間賞金_半期,POG期間賞金_通年
2012103101,サクラアリオン 　,2012年4月11日,羽月友彦 (栗東),さくらコマース,谷岡スタット,新ひだか町,,アドマイヤコジーン,サクラワイズ,サクラバクシンオー,0.00,56.80
2012103102, □地グッデイ 　,2012年3月4日,板垣吉則 (岩手),谷岡康成,谷岡牧場,新ひだか町,,メイショウサムソン,イーグルバクシンオ,サクラバクシンオー,39.50,39.50
2012103103, □地コパノウィルソン 　,2012年5月1日,宗形竹見 (大井),小林祥晃,谷岡牧場,新ひだか町,,サウスヴィグラス,コペノイコロ,マンハッタンカフェ,70.00,70.00
2012103104,ゴンチャローワの2012 　,2012年5月18日, ,,谷岡牧場,新ひだか町,,ネオユニヴァース,ゴンチャローワ,Gone West,0,0
2012103105,サクラアリアの2012 　,2012年3月7日, ,,谷岡牧場,新ひだか町,,ケイムホーム,サクラアリア,マンハッタンカフェ,0,0
2012103106,エバーアンドエバー 　,2012年5月17日, ,,谷岡牧場,新ひだか町,,ハーツクライ,サクラフォーエバー,ブライアンズタイム,0,0
2012103107, □地コア 　,2012年5月14日, (地方),組）オールザベスト組,谷岡牧場,新ひだか町,,サクラプレジデント,サクラフーガ,サクラローレル,31.60,115.70
2012103108, ○地サクラプリズム 　,2012年5月20日,田島俊明 (美浦),さくらコマース,谷岡牧場,新ひだか町,,ブライアンズタイム,サクラプリファー,ラムタラ,0.00,0.00
2012103109, □地コパノリボーン 　,2012年4月24日,宗形竹見 (大井),小林祐介,谷岡牧場,新ひだか町,,サウスヴィグラス,サクラロマンス,サクラホクトオー,405.00,476.20
2012103110, □地サクラアベニール 　,2012年3月25日,藤木一男 (金沢),（同）ＪＰＮ技研,谷岡牧場,新ひだか町,,グラスワンダー,シロガネーゼカフェ,Gulch,0.00,0.00
2012103111,サクラヘリオス 　,2012年4月19日,尾関知人 (美浦),さくらコマース,谷岡牧場,新ひだか町,,マンハッタンカフェ,ブリリアントスター,Storm Cat,0.00,50.00
2012103112, □地ウッチースネール 　,2012年3月9日,大関吉明 (高知),弘田一博,谷岡牧場,新ひだか町,,バトルプラン,プラチナム,スキャターザゴールド,0.00,0.00
2012103113, □地カナナ 　,2012年3月4日,伊藤強一 (笠松),（同）ＪＰＮ技研,谷岡牧場,新ひだか町,,ケイムホーム,ムチャチャララ,オペラハウス,0.00,121.00
2012103114, □地ライフトップスター 　,2012年4月26日,藤木一男 (金沢),谷岡正次,谷岡正次,新ひだか町,,ファルブラヴ,ダンツクレバー,ピルサドスキー,0.00,0.80
2012103115,マイネルポルトゥス 　,2012年4月2日,伊藤伸一 (美浦),サラブレッドクラブ・ラフィアン,谷藤弘美,新ひだか町,,ロージズインメイ,コスモボヤージュ,ピルサドスキー,930.00,1030.00
2012103116,コンバットローズの2012 　,2012年4月12日, ,,谷藤弘美,新ひだか町,263万円 (2013年 北海道サマーセール),カネヒキリ,コンバットローズ,アンバーシャダイ,0,0
2012103117,リターンエース 　,2012年4月20日,蛯名利弘 (美浦),西村新一郎,田原橋本牧場,新ひだか町,,パイロ,アサクサロータス,フサイチコンコルド,0.00,150.00
2012103118,アップリズム 　,2012年5月2日,和田雄二 (美浦),西村新一郎,田原橋本牧場,新ひだか町,,パイロ,アシュワー,ディクタット,0.00,0.00
2012103119,グランドデザイン 　,2012年2月2日,村山明 (栗東),西村新一郎,田原橋本牧場,新ひだか町,,パイロ,アーバンクイーン,サクラバクシンオー,110.00,610.00
2012103120, □地ソーラーネコ 　,2012年3月10日,本間光雄 (浦和),（株）フロンティア・,田原橋本牧場,新ひだか町,,サウスヴィグラス,シルクスパイシー,ダンシングブレーヴ,412.50,512.50
2012103121, □地レーザー 　,2012年3月14日,三坂盛雄 (大井),田村彰夫,田原橋本牧場,新ひだか町,315万円 (2013年 北海道サマーセール),パイロ,トミケンクラウン,ジェネラス,643.50,1083.00
2012103122,チームジャパン 　,2012年3月22日,伊藤伸一 (美浦),西村新一郎,田原橋本牧場,新ひだか町,,スクリーンヒーロー,ミスフースイ,スキャターザゴールド,0.00,0.00
2012103123, □地コルセア 　,2012年4月26日, (地方),吉川潤,大典牧場,新ひだか町,,デュランダル,アートロマン,ラシアンルーブル,227.50,227.50
2012103124,カミモリローマンの2012 　,2012年2月19日, ,,大典牧場,新ひだか町,158万円 (2013年 北海道オータムセール),ブラックタイド,カミモリローマン,ブライアンズタイム,0,0
2012103125, □地アシャカオーラ 　,2012年3月6日,土井道隆 (佐賀),吉冨学,大典牧場,新ひだか町,861万円 (2013年 北海道サマーセール),ブライアンズタイム,ガッツマンテン,アジュディケーティング,0.00,0.00
2012103126,グランスオークスの2012 　,2012年4月23日, ,,大典牧場,新ひだか町,,マンハッタンカフェ,グランスオークス,Nureyev,0,0
2012103127, □地カミモリモミジ 　,2012年4月28日,国信満 (北海道),大典牧場（有）,大典牧場,新ひだか町,,ダンスインザダーク,サムタイム,ブライアンズタイム,45.00,45.00
2012103128, □地ママノポケット 　,2012年3月25日,高橋純 (地方),大黒富美子,大典牧場,新ひだか町,,ジャングルポケット,サンタママ,Lear Fan,30.00,30.00
2012103129,コスモナインボール 　,2012年4月16日,和田雄二 (美浦),ビッグレッドファーム,大典牧場,新ひだか町,105万円 (2013年 北海道サマーセール),ハイアーゲーム,シックスポケット,カリズマティック,3028.30,3028.30
2012103130,ツァリーツァ 　,2012年4月14日,羽月友彦 (栗東),増山武志,大典牧場,新ひだか町,315万円 (2013年 北海道サマーセール),ネオユニヴァース,ハシルジョウオー,メジロライアン,0.00,1080.00
2012103131, □地ノースサンダー 　,2012年4月20日,柿本政男 (船橋),小川正男,大典牧場,新ひだか町,210万円 (2013年 北海道オータムセール),ソングオブウインド,ピュアボイス,アサティス,336.00,366.00
2012103132, □地ヴァンクールカフェ 　,2012年4月13日,嶋田幸晴 (大井),千田貞四郎,大典牧場,新ひだか町,,マンハッタンカフェ,フサイチミラクル,Sadler's Wells,0.00,0.00
2012103133, □地ケイティーゴールド 　,2012年3月19日,本間光雄 (浦和),（株）竹之内工務店,大典牧場,新ひだか町,,ステイゴールド,プリンセスローマン,ラムタラ,237.00,262.00
2012103134,ダンツメガヒット 　,2012年3月18日,山内研二 (栗東),山元哲二,千代田牧場,新ひだか町,420万円 (2013年 北海道オータムセール),タイキシャトル,アイズビューティー,エリシオ,630.00,630.00
2012103135,ラブキッス 　,2012年3月11日,鈴木伸尋 (美浦),石橋和夫,千代田牧場,新ひだか町,,グラスワンダー,アロットオブラブ,Grand Slam,0.00,0.00
2012103136, □地トーセンサンピラー 　,2012年4月13日,後藤正義 (笠松),島川隆哉,千代田牧場,新ひだか町,,キングカメハメハ,アンブライドルドブリーズ,Unbridled,0.00,0.00
2012103137,アンプリエールの2012 　,2012年3月21日, ,,千代田牧場,新ひだか町,,タニノギムレット,アンプリエール,バゴ,0,0
2012103138, ○地タイセイエナジー 　,2012年2月15日,菊川正達 (美浦),田中成奉,千代田牧場,新ひだか町,,ゼンノロブロイ,アールヌーヴォー,ブライアンズタイム,180.00,255.00
2012103139,ワイルディング 　,2012年3月12日,相沢郁 (美浦),飯田正剛,千代田牧場,新ひだか町,,ワイルドラッシュ,イマジネーション,トニービン,0.00,0.00
2012103140,サクラレジェンダ 　,2012年2月4日,坂口正則 (栗東),中島重信,千代田牧場,新ひだか町,"1,271万円 (2013年 北海道サマーセール)",カネヒキリ,インピッシュハート,クロフネ,0.00,0.00
2012103141, □地ルサリエ 　,2012年4月30日,川西毅 (愛知),飯田正剛,千代田牧場,新ひだか町,,ステイゴールド,ウィンヒストリー,ダンシングブレーヴ,0.00,0.00
2012103142,センリツ 　,2012年4月23日,戸田博文 (美浦),井山登,千代田牧場,新ひだか町,,ディープインパクト,ヴィフォルテ,デヒア,570.00,570.00
2012103143,チェリースピリッツ 　,2012年3月21日,奥平雅士 (美浦),櫻井秀樹,千代田牧場,新ひだか町,,アドマイヤムーン,エイムアットビップ,アグネスデジタル,0.00,0.00
2012103144, □地ダイワレミグラン 　,2012年4月13日,野田幸雄 (金沢),成瀬功,千代田牧場,新ひだか町,,コンデュイット,エターナルハピネス,ブライアンズタイム,0.00,0.00
2012103145,バトルタリスマン 　,2012年5月14日,竹内正洋 (美浦),宮川秋信,千代田牧場,新ひだか町,,マンハッタンカフェ,エンドレスガール,プリサイスエンド,0,0
2012103146,ゴージャスガール 　,2012年2月9日,大竹正博 (美浦),飯田正剛,千代田牧場,新ひだか町,,ジャングルポケット,オッドアイビーナス,クロフネ,395.00,1095.00
2012103147,ガトーショコラの2012 　,2012年2月22日, ,,千代田牧場,新ひだか町,,バゴ,ガトーショコラ,フジキセキ,0,0
2012103148,ギフトオブザラックの2012 　,2012年3月13日, ,,千代田牧場,新ひだか町,,エンパイアメーカー,ギフトオブザラック,ディープインパクト,0,0
2012103149, □地クリアスマート 　,2012年3月24日,内田勝義 (川崎),五十嵐秀,千代田牧場,新ひだか町,,ホワイトマズル,クリアムーブメント,サンデーサイレンス,75.00,100.40
2012103150,ポッドウェーブ 　,2012年3月27日,斎藤誠 (美浦),小川眞査雄,千代田牧場,新ひだか町,,クロフネ,グロリアスアーチ,サンデーサイレンス,0.00,0.00
2012103151, □地マジカルカラーズ 　,2012年4月26日,新田守 (岩手),高橋敏英,千代田牧場,新ひだか町,,プリサイスエンド,グロリアスメモリー,アドマイヤベガ,0.00,146.40
2012103152,パラベンス 　,2012年3月22日,高橋康之 (栗東),飯田正剛,千代田牧場,新ひだか町,,タニノギムレット,ケーキカット,デヒア,280.00,280.00
2012103153, □地ドリーマーズハイ 　,2012年2月18日,佐々木由 (岩手),欠畑圭一,千代田牧場,新ひだか町,,スペシャルウィーク,ケープコーラル,Elusive Quality,0.00,0.00
2012103154, □地イエローラベンダー 　,2012年4月27日,真島元徳 (佐賀),三岡有香,千代田牧場,新ひだか町,,カネヒキリ,コパノオマモリ,エリシオ,0.00,3.00
2012103155, □地スカイヴァイパー 　,2012年3月13日,高橋司 (北海道),原口厚三,千代田牧場,新ひだか町,,ステイゴールド,サイプレス,Sadler's Wells,0.00,0.00
2012103156,モントルルシュマン 　,2012年2月2日,今野貞一 (栗東),藤井亮輔,千代田牧場,新ひだか町,810万円 (2014年 千葉サラブレッド・セール),スウェプトオーヴァーボード,サトノサクラ,シンボリクリスエス,720.00,720.00
2012103157,ノースウィナー 　,2012年2月25日,角田晃一 (栗東),吉澤克己,千代田牧場,新ひだか町,,カネヒキリ,サトノローズヒップ,タイキシャトル,430.00,430.00
2012103158,ダノングラシアス 　,2012年1月29日,矢作芳人 (栗東),ダノックス,千代田牧場,新ひだか町,,マンハッタンカフェ,サーキットレディ,Grand Slam,2210.40,2210.40
2012103159, □地アクダイカン 　,2012年4月7日,大関吉明 (高知),（有）ホースケア,千代田牧場,新ひだか町,,タニノギムレット,シャイニングアイズ,アグネスタキオン,64.00,73.70
2012103160, □地ブラウンゴッデス 　,2012年2月10日,角田輝也 (愛知),飯田正剛,千代田牧場,新ひだか町,,ヴァーミリアン,シャルフミニョンヌ,ジャングルポケット,280.00,330.00
2012103161, □地ゴールドバクシン 　,2012年1月28日,鹿沼良和 (浦和),厚沢保明,千代田牧場,新ひだか町,315万円 (2013年 北海道サマーセール),サクラバクシンオー,シュガーアート,タイキシャトル,200.00,200.00
2012103162,ノブグローリー 　,2012年4月20日,山内研二 (栗東),前田亘輝,千代田牧場,新ひだか町,,ネオユニヴァース,シルヴァーグレイル,シルバーチャーム,0.00,0.00
2012103163,ダンツアリーナ 　,2012年3月28日,本田優 (栗東),山元哲二,千代田牧場,新ひだか町,420万円 (2013年 北海道オータムセール),ブラックタイド,シンメイジョイ,Woodman,0.00,0.00
2012103164,ジェミーブロッサムの2012 　,2012年4月16日, ,,千代田牧場,新ひだか町,,カネヒキリ,ジェミーブロッサム,Wild Again,0,0
