Index,馬名,生年月日,調教師,馬主,生産者,産地,セリ取引価格,父,母,母父,POG期間賞金_半期,POG期間賞金_通年
2011103327, □地グランドクリスタル 　,2011年3月12日,坂本昇 (船橋),ｋ’ｓＩｎｔｅｒｎａ,バンブー牧場,浦河町,105万円 (2012年 北海道サマーセール),デュランダル,クリスタルバンブー,クロフネ,67.60,102.40
2011103328,ビッグアーサー 　,2011年3月18日,藤岡健一 (栗東),中辻明,バンブー牧場,浦河町,"1,103万円 (2012年 北海道セレクションセール)",サクラバクシンオー,シヤボナ,Kingmambo,0.00,500.00
2011103329, □地ブラックバイキング 　,2011年2月8日,渡辺貴光 (地方),高橋敏行,バンブー牧場,浦河町,105万円 (2012年 北海道サマーセール),ザール,チリビリビン,ブロッコ,179.00,209.00
2011103330,ヴィカバンブー 　,2011年2月8日,佐藤正雄 (栗東),バンブー牧場,バンブー牧場,浦河町,,アドマイヤムーン,ティコティコタック,サッカーボーイ,0.00,0.00
2011103331, ○地テイエムテンリュウ 　,2011年5月7日,石栗龍彦 (美浦),竹園正繼,バンブー牧場,浦河町,840万円 (2012年 北海道サマーセール),クロフネ,トゥギャザー,スペシャルウィーク,0.00,200.00
2011103332,ワードイズボンド 　,2011年3月7日,黒岩陽一 (美浦),宮田守,バンブー牧場,浦河町,,グラスワンダー,トロピカルナイト,サンデーサイレンス,0.00,1350.00
2011103333,バンブーインディゴの2011 　,2011年3月7日, ,,バンブー牧場,浦河町,,プリサイスエンド,バンブーインディゴ,ダンスインザダーク,0,0
2011103334,バンブーカッサーノ 　,2011年3月2日,岩元市三 (栗東),バンブー牧場,バンブー牧場,浦河町,,スウェプトオーヴァーボード,ブリトン,サクラローレル,25.00,52.40
2011103335,ランデッククィーン 　,2011年4月15日,高市圭二 (美浦),簗田満,バンブー牧場,浦河町,525万円 (2013年 北海道トレーニングセール),タイキシャトル,ラモーダバンブー,ドクターデヴィアス,310.00,310.00
2011103336,アロハフライデー 　,2011年3月31日,湯窪幸雄 (栗東),新木鈴子,ヒダカファーム,浦河町,,キングカメハメハ,アジアンプリンセス,Giant's Causeway,0.00,0.00
2011103337,ララミニョンヌ 　,2011年5月14日,崎山博樹 (栗東),フジイ興産,ヒダカファーム,浦河町,,プリサイスエンド,アジタート,タイキシャトル,0.00,0.00
2011103338,ウーヴァ 　,2011年3月18日,小原伊佐 (栗東),ヒダカファーム,ヒダカファーム,浦河町,,アドマイヤマックス,エシャペ,ゼンノエルシド,0.00,35.40
2011103339,アクアノーブル 　,2011年4月17日,松山将樹 (美浦),吉岡泰治,ヒダカファーム,浦河町,,グラスワンダー,エンジェルマインド,Rahy,0.00,0.00
2011103340, □地ダイゴコクリュウ 　,2011年3月1日,倉地学 (愛知),長谷川光司,ヒダカファーム,浦河町,,プリサイスエンド,キョウコマチ,Aptitude,0.00,0.00
2011103341,ピアノコンクール 　,2011年3月28日,日吉正和 (栗東),ヒダカファーム,ヒダカファーム,浦河町,,フォーティナイナーズサン,ピアノレッスン,メジロティターン,0.00,303.70
2011103342,バム 　,2011年2月19日,崎山博樹 (栗東),北山敏隆,ヒダカファーム,浦河町,,ワイルドラッシュ,フェザースティッチ,Silver Hawk,0.00,0.00
2011103343,チャプレット 　,2011年4月26日,小西一男 (美浦),島田久,ヒダカファーム,浦河町,,ゼンノロブロイ,ブレスマイソウル,タマモクロス,630.00,679.00
2011103344,アジルエタンドル 　,2011年4月18日,木村哲也 (美浦),ヒダカ・ブリーダーズ・ユニオン,ヒダカファーム,浦河町,,フォーティナイナーズサン,ミューズマジック,スウェプトオーヴァーボード,0.00,0.00
2011103345, ○地ドゥーイット 　,2011年3月28日,堀井雅広 (美浦),ヒダカファーム,ヒダカファーム,浦河町,,ノボジャック,ラブリーバローズ,キングヘイロー,0.00,0.00
2011103346, □地リコリッチ 　,2011年4月8日,佐藤祐司 (岩手),千葉重雄,ヒダカファーム,浦河町,,スキャン,リュウダイヤモンド,ウインドストース,0.00,0.00
2011103347, □地ヤマニンシュワイエ 　,2011年1月31日,森山英雄 (笠松),土井睦秋,廣田伉助,浦河町,,ワイルドラッシュ,ヤマニンクイール,ティンバーカントリー,0.00,0.00
2011103348,ヤマニンエルフィン 　,2011年2月12日,松下武士 (栗東),土井肇,廣田伉助,浦河町,,スウィフトカレント,ヤマニングロワール,フレンチデピュティ,50.00,250.00
2011103349,ヤマニンブロケード 　,2011年4月26日,星野忍 (美浦),土井肇,廣田伉助,浦河町,,スクリーンヒーロー,ヤマニントゥドロワ,ゴールデンフェザント,180.00,180.00
2011103350, □地ヤマニンリュタン 　,2011年5月28日,伊藤和 (岩手),土井睦秋,廣田伉助,浦河町,,アグネスデジタル,ヤマニンドルチェ,サンデーサイレンス,0.00,0.00
2011103351, □地ヤマニンボレアル 　,2011年4月7日,安田武広 (北海道),土井睦秋,廣田伉助,浦河町,,フサイチコンコルド,ヤマニンロータス,ヤマニンゼファー,0.00,0.00
2011103352, □地ホッカイミロク 　,2011年4月10日,小森勝政 (笠松),（有）ミドルアイラン,福岡広行,浦河町,,スターリングローズ,ヴォイスフロムヘヴン,Affirmed,3.50,8.90
2011103353, □地カンパニオ 　,2011年4月14日,稲葉道行 (浦和),宮本睦雄,福岡広行,浦河町,,ストーミングホーム,グラブ,Danzig,76.40,265.40
2011103354, ○地ゴーアップファイト 　,2011年5月4日,小笠倫弘 (美浦),後上文雄,福岡光夫,浦河町,"1,260万円 (2012年 北海道サマーセール)",サウスヴィグラス,イタリアンオリーブ,アフリート,0.00,50.00
2011103355,フジノゴトク 　,2011年4月14日,小西一男 (美浦),平本敏夫,福岡光夫,浦河町,,フジキセキ,ウルトラスキー,タマモクロス,0.00,1190.00
2011103356,フォールティテール 　,2011年5月4日,小西一男 (美浦),平本敏夫,福岡光夫,浦河町,,プリサイスエンド,シルキーリリー,ティンバーカントリー,700.00,1000.00
2011103357,エピソードレディー 　,2011年5月5日,小西一男 (美浦),平本敏夫,福岡光夫,浦河町,,ゼンノロブロイ,シルクピュアハート,マヤノトップガン,0.00,3.20
2011103358,ディアアイスバイン 　,2011年2月26日,田村康仁 (美浦),ディアレスト,福岡光夫,浦河町,357万円 (2012年 北海道サマーセール),プリサイスエンド,シルクフェアリー,スペシャルウィーク,275.00,275.00
2011103359, □地ダムツァ 　,2011年2月19日,森下淳平 (大井),村上卓史,福岡光夫,浦河町,210万円 (2012年 北海道サマーセール),アドマイヤドン,ハギノディアマンテ,サクラバクシンオー,250.00,250.00
2011103360, ○地ビビッドオーブ 　,2011年5月16日,高橋裕 (美浦),Ｍ・Ｋｅｎｉｃｈｉホールディング,福岡光夫,浦河町,"1,439万円 (2013年 北海道トレーニングセール)",リンカーン,ブリストルパリ,Bering,0.00,21.50
2011103361, □地ワンハンドカット 　,2011年3月2日,山中静治 (北海道),（同）ＪＰＮ技研,伏木田牧場,浦河町,,メイショウサムソン,アイディアルカット,サンデーサイレンス,255.00,255.00
2011103362,ウォーターショパン 　,2011年3月12日,岡田稲男 (栗東),山岡良一,伏木田牧場,浦河町,,ハーツクライ,ウォーターエナン,ボストンハーバー,0.00,440.00
2011103363,ウォーターブギウギ 　,2011年4月2日,田所秀孝 (栗東),山岡正人,伏木田牧場,浦河町,,ダンスインザダーク,ウォーターゾラ,High Yield,0.00,50.00
2011103364,ウォーターフレアー 　,2011年5月31日,河内洋 (栗東),山岡良一,伏木田牧場,浦河町,,ブラックタイド,ウォーターパイパー,Tale of the Cat,0.00,600.00
2011103365,シンセイアカリの2011 　,2011年3月16日, ,,伏木田牧場,浦河町,,プリサイスエンド,シンセイアカリ,マヤノトップガン,0,0
2011103366,パパゴの2011 　,2011年3月16日, ,,伏木田牧場,浦河町,,プリサイスエンド,パパゴ,Sadler's Wells,0,0
2011103367, □地ビービーラファル 　,2011年4月1日,朝倉実 (大井),藤間淳一,伏木田牧場,浦河町,,リンカーン,ビービーブレット,ブラックホーク,76.00,203.30
2011103368,ウォータージェイク 　,2011年5月25日,中内田充 (栗東),山岡良一,伏木田牧場,浦河町,,ウォーターリーグ,ピッコロプレイヤー,Capote,0.00,75.00
2011103369,ウエストワードの2011 　,2011年4月5日, ,,藤春修二,浦河町,,マイネルラヴ,ウエストワード,タイキシャトル,0,0
2011103370, □地ジンナムジャ 　,2011年4月17日,柏木一夫 (大井),伊原新一郎,藤春修二,浦河町,315万円 (2012年 北海道サマーセール),アッミラーレ,カチウマキャシー,ストームオンザルース,250.00,292.00
2011103371, □地サトコンモデル 　,2011年4月17日,寺田新太 (大井),佐藤己之吉,藤春修二,浦河町,,スウィフトカレント,バロッサバレー,アフリート,25.00,25.00
2011103372, □地ナウゲッタチャンス 　,2011年5月1日,土屋洋之 (兵庫),吉田紀康,藤春修二,浦河町,,プリサイスエンド,ポピーリース,フサイチコンコルド,169.70,356.00
2011103373, □地パルフェクレール 　,2011年3月17日,板垣吉則 (地方),山本憲明,丸村村下ファーム,浦河町,105万円 (2012年 北海道オータムセール),フォーティナイナーズサン,アサクサコンソメ,ダンスインザダーク,24.60,29.20
2011103374,アマノレッドモア 　,2011年4月15日,湯窪幸雄 (栗東),中村孝,丸村村下ファーム,浦河町,,ゴールドアリュール,アマノチェリーラン,デザートキング,0.00,0.00
2011103375, □地ヴェラクルス 　,2011年4月1日,森下淳平 (大井),池田草龍,丸村村下ファーム,浦河町,,タイキシャトル,エイシンバーリン,Cozzene,0.00,0.00
2011103376,クリノリボンの2011 　,2011年5月16日, ,,丸村村下ファーム,浦河町,,シンボリクリスエス,クリノリボン,ウインザーノット,0,0
2011103377, □地サニーロブロイ 　,2011年2月28日,野田忍 (兵庫),岡本敞司,丸村村下ファーム,浦河町,,ゼンノロブロイ,サニークラッシック,トニービン,0.00,0.00
2011103378, □地ジュヴァンクル 　,2011年4月27日, (地方),村下喜幸,丸村村下ファーム,浦河町,,ゴールドアリュール,サニースイフト,スイフトスワロー,0.00,186.80
2011103379, □地カーボンタイクーン 　,2011年3月29日,松浦裕之 (大井),江里口弘一郎,丸村村下ファーム,浦河町,368万円 (2012年 北海道オータムセール),フォーティナイナーズサン,マーブルシーア,コマンダーインチーフ,110.00,110.00
2011103380,カツザクラ 　,2011年4月17日,村山明 (栗東),北側雅勝,丸村村下ファーム,浦河町,"1,103万円 (2013年 JRAブリーズアップセール)",サクラバクシンオー,メダイユドール,フォーティナイナー,10.00,15.50
2011103381, □地サムライムラマサ 　,2011年4月12日,別府真司 (高知),組）ソルテ,三好牧場,浦河町,,シェルゲーム,システィンチャペル,サンデーサイレンス,12.00,16.80
2011103382,オールオブミー 　,2011年4月21日,藤原辰雄 (美浦),松尾正,三好牧場,浦河町,,シェルゲーム,メモリーズオブユー,Gulch,0.00,0.00
2011103383,メイショウワッフル 　,2011年5月22日,荒川義之 (栗東),松本好雄,村下明博,浦河町,368万円 (2012年 北海道オータムセール),フジキセキ,アサクサマンテン,フォーティナイナー,75.00,1359.50
2011103384, ○地ハワイアンローズ 　,2011年4月24日,鮫島一歩 (栗東),吉村敏治,村下明博,浦河町,,キングカメハメハ,サンタローズ,パントレセレブル,70.00,200.00
2011103385,ハギノセゾン 　,2011年4月3日,鮫島一歩 (栗東),安岡美津子,村下明博,浦河町,,シンボリクリスエス,ハギノエアロ,フジキセキ,700.00,700.00
2011103386, ○地ハギノフェリス 　,2011年4月6日,鮫島一歩 (栗東),安岡美津子,村下明博,浦河町,,ディープインパクト,ハギノスプレンダー,ヘクタープロテクター,0.00,60.00
2011103387,メイショウパワーズ 　,2011年3月27日,本田優 (栗東),松本好雄,村下明博,浦河町,,メイショウボーラー,マイラッキー,Elusive Quality,70.00,4034.20
2011103388,メイショウシシマル 　,2011年5月31日,沖芳夫 (栗東),松本好雄,村下明博,浦河町,,ノボジャック,メイショウチュラ,アドマイヤベガ,0.00,580.00
2011103389, □地パツキン 　,2011年4月30日,渡部則夫 (大井),岡井元憲,村下明博,浦河,,メイショウボーラー,リプルマーク,カコイーシーズ,208.50,369.50
2011103390, □地ディアブラックブル 　,2011年3月22日,林和弘 (北海道),高樽さゆり,村下清志,浦河町,273万円 (2012年 北海道オータムセール),アドマイヤジャパン,ウランウラン,ブライアンズタイム,0.00,0.00
